IT_NO ID ISCONSTRUCTOR NO_EMPLOYEES REVENUES TOTAL_ASSETS LIQUIDITY DEBT INVENTORY
57 8 0 34 997.250000 1863.750000 571.750000 1500.000000 0
57 9 0 47 1269.700000 2402.166667 735.500000 1933.333333 0
57 11 0 38 1275.200000 2402.166667 736.000000 1933.333333 0
57 12 0 44 1428.250000 2692.083333 824.750000 2166.666667 0
57 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
57 15 0 38 1025.400000 1905.166667 585.000000 1533.333333 0
57 2 1 20 300.000000 1043.333333 205.000000 666.666667 2
57 1 1 20 200.000000 1043.333333 105.000000 666.666667 3
57 3 1 20 400.000000 1043.333333 305.000000 666.666667 0
58 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
58 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
58 4 0 42 1240.900000 2319.333333 711.500000 1866.666667 0
58 5 0 41 1093.350000 2029.416667 623.250000 1633.333333 0
58 6 0 41 1258.050000 2360.750000 723.750000 1900.000000 0
58 7 0 48 1536.000000 2899.166667 888.000000 2333.333333 0
58 8 0 34 997.250000 1863.750000 571.750000 1500.000000 0
58 9 0 47 1269.700000 2402.166667 735.500000 1933.333333 0
58 11 0 38 1275.200000 2402.166667 736.000000 1933.333333 0
58 12 0 44 1428.250000 2692.083333 824.750000 2166.666667 0
58 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
58 15 0 38 1025.400000 1905.166667 585.000000 1533.333333 0
58 3 1 20 400.000000 1043.333333 305.000000 666.666667 0
58 1 1 20 200.000000 1043.333333 105.000000 666.666667 3
58 2 1 20 300.000000 1043.333333 205.000000 666.666667 2
59 13 0 57 1540.200000 2816.333333 867.000000 2266.666667 0
59 10 0 33 792.750000 1449.583333 446.250000 1166.666667 0
59 4 0 42 1240.900000 2319.333333 711.500000 1866.666667 0
59 5 0 41 1093.350000 2029.416667 623.250000 1633.333333 0
59 6 0 41 1258.050000 2360.750000 723.750000 1900.000000 0
59 7 0 48 1536.000000 2899.166667 888.000000 2333.333333 0
59 8 0 34 997.250000 1863.750000 571.750000 1500.000000 0
59 9 0 47 1269.700000 2402.166667 735.500000 1933.333333 0
59 11 0 38 1275.200000 2402.166667 736.000000 1933.333333 0
59 12 0 44 1428.250000 2692.083333 824.750000 2166.666667 0
59 14 0 37 1184.600000 2236.500000 685.000000 1800.000000 0
59 15 0 38 1025.400000 1905.166667 585.000000 1533.333333 0
59 2 1 20 300.000000 1043.333333 205.000000 666.666667 2
59 1 1 20 200.000000 1043.333333 105.000000 666.666667 3
59 3 1 20 400.000000 1043.333333 305.000000 666.666667 0
60 13 0 57 1540.200000 2816.333333 582.000000 2266.666667 0
60 10 0 33 792.750000 1449.583333 281.250000 1166.666667 0
60 4 0 42 1240.900000 2319.333333 501.500000 1866.666667 0
60 5 0 41 1093.350000 2029.416667 418.250000 1633.333333 0
60 6 0 41 1258.050000 2360.750000 518.750000 1900.000000 0
60 7 0 48 1536.000000 2899.166667 648.000000 2333.333333 0
60 8 0 34 997.250000 1863.750000 401.750000 1500.000000 0
60 9 0 47 1269.700000 2402.166667 500.500000 1933.333333 0
60 11 0 38 1275.200000 2402.166667 546.000000 1933.333333 0
60 12 0 44 1428.250000 2692.083333 604.750000 2166.666667 0
60 14 0 37 1184.600000 2236.500000 500.000000 1800.000000 0
60 15 0 38 1025.400000 1905.166667 395.000000 1533.333333 0
60 3 1 20 400.000000 1043.333333 205.000000 666.666667 0
60 1 1 20 200.000000 1043.333333 5.000000 666.666667 3
60 2 1 20 300.000000 1043.333333 105.000000 666.666667 2
61 15 0 38 0.000000 1877.566667 234.600000 1533.333333 38000
61 14 0 37 0.000000 2204.100000 275.400000 1800.000000 37000
61 12 0 44 0.000000 2653.083333 331.500000 2166.666667 44000
61 11 0 38 0.000000 2367.366667 295.800000 1933.333333 38000
61 9 0 47 0.000000 2367.366667 295.800000 1933.333333 47000
61 8 0 34 0.000000 1836.750000 229.500000 1500.000000 34000
61 7 0 48 0.000000 2857.166667 357.000000 2333.333333 48000
61 6 0 41 0.000000 2326.550000 290.700000 1900.000000 41000
61 5 0 41 0.000000 2000.016667 249.900000 1633.333333 41000
61 4 0 42 0.000000 2285.733333 285.600000 1866.666667 42000
61 10 0 33 0.000000 1428.583333 178.500000 1166.666667 33000
61 13 0 57 0.000000 2775.533333 346.800000 2266.666667 57000
61 3 1 18 0.000000 1043.333333 205.000000 666.666667 2
61 2 1 20 0.000000 1243.333333 205.000000 666.666667 3
61 1 1 20 100.000000 1343.333333 305.000000 666.666667 3
62 15 0 38 0.000000 1877.566667 234.600000 1533.333333 38000
62 14 0 37 0.000000 2204.100000 275.400000 1800.000000 37000
62 12 0 44 0.000000 2653.083333 331.500000 2166.666667 44000
62 11 0 38 0.000000 2367.366667 295.800000 1933.333333 38000
62 9 0 47 0.000000 2367.366667 295.800000 1933.333333 47000
62 8 0 34 0.000000 1836.750000 229.500000 1500.000000 34000
62 7 0 48 0.000000 2857.166667 357.000000 2333.333333 48000
62 6 0 41 0.000000 2326.550000 290.700000 1900.000000 41000
62 5 0 41 0.000000 2000.016667 249.900000 1633.333333 41000
62 4 0 42 0.000000 2285.733333 285.600000 1866.666667 42000
62 10 0 33 0.000000 1428.583333 178.500000 1166.666667 33000
62 13 0 57 0.000000 2775.533333 346.800000 2266.666667 57000
62 1 1 20 100.000000 1343.333333 305.000000 666.666667 3
62 2 1 20 0.000000 1243.333333 205.000000 666.666667 3
62 3 1 18 0.000000 1043.333333 205.000000 666.666667 2
63 15 0 38 0.000000 1877.566667 234.600000 1533.333333 38000
63 14 0 37 0.000000 2204.100000 275.400000 1800.000000 37000
63 12 0 44 0.000000 2653.083333 331.500000 2166.666667 44000
63 11 0 38 0.000000 2367.366667 295.800000 1933.333333 38000
63 9 0 47 0.000000 2367.366667 295.800000 1933.333333 47000
63 8 0 34 0.000000 1836.750000 229.500000 1500.000000 34000
63 7 0 48 0.000000 2857.166667 357.000000 2333.333333 48000
63 6 0 41 0.000000 2326.550000 290.700000 1900.000000 41000
63 5 0 41 0.000000 2000.016667 249.900000 1633.333333 41000
63 4 0 42 0.000000 2285.733333 285.600000 1866.666667 42000
63 10 0 33 0.000000 1428.583333 178.500000 1166.666667 33000
63 13 0 57 0.000000 2775.533333 346.800000 2266.666667 57000
63 3 1 18 0.000000 1043.333333 205.000000 666.666667 2
63 2 1 20 0.000000 1243.333333 205.000000 666.666667 3
63 1 1 20 100.000000 1343.333333 305.000000 666.666667 3
64 15 0 38 0.000000 1877.566667 234.600000 1533.333333 38000
64 14 0 37 0.000000 2204.100000 275.400000 1800.000000 37000
64 12 0 44 0.000000 2653.083333 331.500000 2166.666667 44000
64 11 0 38 0.000000 2367.366667 295.800000 1933.333333 38000
64 9 0 47 0.000000 2367.366667 295.800000 1933.333333 47000
64 8 0 34 0.000000 1836.750000 229.500000 1500.000000 34000
64 7 0 48 0.000000 2857.166667 357.000000 2333.333333 48000
64 6 0 41 0.000000 2326.550000 290.700000 1900.000000 41000
64 5 0 41 0.000000 2000.016667 249.900000 1633.333333 41000
64 4 0 42 0.000000 2285.733333 285.600000 1866.666667 42000
64 10 0 33 0.000000 1428.583333 178.500000 1166.666667 33000
64 13 0 57 0.000000 2775.533333 346.800000 2266.666667 57000
64 1 1 20 100.000000 1343.333333 305.000000 666.666667 3
64 2 1 20 0.000000 1243.333333 205.000000 666.666667 3
64 3 1 18 0.000000 1043.333333 205.000000 666.666667 2
